"","ImageNumber","Count_Nuclei","FileName_Dna","FileName_Overlay","ImageQuality_PowerLogLogSlope_Dna","Mean_Nuclei_AreaShape_Area","Mean_Nuclei_Intensity_IntegratedIntensity_Dna","Mean_Nuclei_Intensity_MaxIntensity_Dna","Mean_Nuclei_Intensity_MeanIntensity_Dna","Metadata_gene","Metadata_plate","Metadata_posNum","Metadata_siRNA","Metadata_timeNum","Metadata_wellNum","PathName_Dna","PathName_Overlay","Metadata_gene_siRNA","Metadata_batch_treatment"
"261",261,186,"EMBO_2012_Group1--s3371--COPB1--W0094--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s3371--COPB1--W0094--P001--T00090--Z000--C01.ome.png.jpg",-1.212665884,559.6505376,9.695341553,0.030082772,0.016981602,"COPB1","EMBO_2012_Group1",1,"s3371",90,94,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00094--s3371--COPB1/P00001--s3371--COPB1","/g/EMBO_HTM_2012--cp/images","COPB1_s3371","EMBO_2012_Group1__COPB1"
"262",262,303,"EMBO_2012_Group1--empty--empty--W0093--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0093--P001--T00090--Z000--C01.ome.png.jpg",-1.255444972,536.2079208,8.748258735,0.024507461,0.015858019,"empty","EMBO_2012_Group1",1,"empty",90,93,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00093--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"263",263,161,"EMBO_2012_Group1--s17612--AURKB--W0096--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s17612--AURKB--W0096--P001--T00090--Z000--C01.ome.png.jpg",-1.132791804,671.1304348,11.41380485,0.035910746,0.016985529,"AURKB","EMBO_2012_Group1",1,"s17612",90,96,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00096--s17612--AURKB/P00001--s17612--AURKB","/g/EMBO_HTM_2012--cp/images","AURKB_s17612","EMBO_2012_Group1__AURKB"
"264",264,352,"EMBO_2012_Group2--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s229174--Scramble--W0091--P001--T00090--Z000--C01.ome.png.jpg",-1.347390459,555.6164773,4.067315325,0.010102126,0.007142748,"Scramble","EMBO_2012_Group2",1,"s229174",90,91,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00091--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group2__Scramble"
"265",265,207,"EMBO_2012_Group1--empty--empty--W0095--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0095--P001--T00090--Z000--C01.ome.png.jpg",-1.249363107,604.2560386,11.27838456,0.030321971,0.01812255,"empty","EMBO_2012_Group1",1,"empty",90,95,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00095--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"266",266,380,"EMBO_2012_Group2--empty--empty--W0090--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0090--P001--T00090--Z000--C01.ome.png.jpg",-1.506638297,554.35,4.889679785,0.011669624,0.008479284,"empty","EMBO_2012_Group2",1,"empty",90,90,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00090--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"267",267,358,"EMBO_2012_Group2--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--XWNeg9--XWNeg9--W0092--P001--T00090--Z000--C01.ome.png.jpg",-1.261913585,571.7653631,4.994752412,0.012205597,0.008504678,"XWNeg9","EMBO_2012_Group2",1,"XWNeg9",90,92,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00092--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group2__XWNeg9"
"268",268,244,"EMBO_2012_Group2--empty--empty--W0089--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0089--P001--T00090--Z000--C01.ome.png.jpg",-1.437568695,566.4877049,4.902902844,0.011792108,0.008278815,"empty","EMBO_2012_Group2",1,"empty",90,89,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00089--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"269",269,338,"EMBO_2012_Group2--s3371--COPB1--W0029--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s3371--COPB1--W0029--P001--T00090--Z000--C01.ome.png.jpg",-1.579489514,663.3313609,6.756746574,0.015034736,0.009626005,"COPB1","EMBO_2012_Group2",1,"s3371",90,29,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00029--s3371--COPB1/P00001--s3371--COPB1","/g/EMBO_HTM_2012--cp/images","COPB1_s3371","EMBO_2012_Group2__COPB1"
"270",270,346,"EMBO_2012_Group2--empty--empty--W0031--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0031--P001--T00090--Z000--C01.ome.png.jpg",-1.520327879,616.6156069,5.499549974,0.012085735,0.008712527,"empty","EMBO_2012_Group2",1,"empty",90,31,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00031--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"271",271,305,"EMBO_2012_Group2--empty--empty--W0032--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0032--P001--T00090--Z000--C01.ome.png.jpg",-1.471976089,609.1409836,5.348124698,0.011725789,0.008345707,"empty","EMBO_2012_Group2",1,"empty",90,32,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00032--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"272",272,331,"EMBO_2012_Group2--empty--empty--W0030--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0030--P001--T00090--Z000--C01.ome.png.jpg",-1.666237756,616.510574,5.125381886,0.010912383,0.008032607,"empty","EMBO_2012_Group2",1,"empty",90,30,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00030--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"273",273,187,"EMBO_2012_Group4--empty--empty--W0030--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0030--P001--T00090--Z000--C01.ome.png.jpg",-1.06277054,529.6524064,6.341375144,0.02139871,0.01162421,"empty","EMBO_2012_Group4",1,"empty",90,30,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00030--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"274",274,178,"EMBO_2012_Group4--empty--empty--W0032--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0032--P001--T00090--Z000--C01.ome.png.jpg",-1.219633054,572.5280899,6.41820185,0.019616845,0.011223785,"empty","EMBO_2012_Group4",1,"empty",90,32,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00032--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"275",275,104,"EMBO_2012_Group4--empty--empty--W0031--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0031--P001--T00090--Z000--C01.ome.png.jpg",-1.103761085,585.125,5.760658787,0.015555835,0.009562909,"empty","EMBO_2012_Group4",1,"empty",90,31,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00031--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"276",276,213,"EMBO_2012_Group4--s3371--COPB1--W0029--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s3371--COPB1--W0029--P001--T00090--Z000--C01.ome.png.jpg",-1.319009203,623.5915493,6.490301173,0.016732357,0.010080451,"COPB1","EMBO_2012_Group4",1,"s3371",90,29,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00029--s3371--COPB1/P00001--s3371--COPB1","/g/EMBO_HTM_2012--cp/images","COPB1_s3371","EMBO_2012_Group4__COPB1"
"277",277,208,"EMBO_2012_Group2--empty--empty--W0075--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0075--P001--T00090--Z000--C01.ome.png.jpg",-1.484144554,639.2836538,5.253237113,0.011234522,0.008052419,"empty","EMBO_2012_Group2",1,"empty",90,75,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00075--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"278",278,214,"EMBO_2012_Group2--empty--empty--W0076--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0076--P001--T00090--Z000--C01.ome.png.jpg",-1.248523667,637.6495327,5.863335567,0.014766681,0.008924658,"empty","EMBO_2012_Group2",1,"empty",90,76,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00076--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"279",279,209,"EMBO_2012_Group2--empty--empty--W0073--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0073--P001--T00090--Z000--C01.ome.png.jpg",-1.661274879,650.9712919,5.669786518,0.012387629,0.008383211,"empty","EMBO_2012_Group2",1,"empty",90,73,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00073--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"280",280,257,"EMBO_2012_Group2--empty--empty--W0074--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0074--P001--T00090--Z000--C01.ome.png.jpg",-1.551750637,597.7354086,5.225018868,0.011731521,0.008404962,"empty","EMBO_2012_Group2",1,"empty",90,74,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00074--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"281",281,394,"EMBO_2012_Group2--XWNeg9--XWNeg9--W0043--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--XWNeg9--XWNeg9--W0043--P001--T00090--Z000--C01.ome.png.jpg",-1.505407041,559.3451777,4.871793143,0.011447979,0.008363385,"XWNeg9","EMBO_2012_Group2",1,"XWNeg9",90,43,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00043--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group2__XWNeg9"
"282",282,289,"EMBO_2012_Group2--empty--empty--W0041--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0041--P001--T00090--Z000--C01.ome.png.jpg",-1.467938903,582.1764706,5.113003842,0.011515084,0.008549273,"empty","EMBO_2012_Group2",1,"empty",90,41,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00041--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"283",283,117,"EMBO_2012_Group2--s18928--CKAP5--W0044--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s18928--CKAP5--W0044--P001--T00090--Z000--C01.ome.png.jpg",-0.727365064,347.8717949,4.967461154,0.032155457,0.013959365,"CKAP5","EMBO_2012_Group2",1,"s18928",90,44,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00044--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group2__CKAP5"
"284",284,271,"EMBO_2012_Group2--s7424--INCENP--W0042--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--s7424--INCENP--W0042--P001--T00090--Z000--C01.ome.png.jpg",-1.992818519,577.7675277,7.089023678,0.017164598,0.011617068,"INCENP","EMBO_2012_Group2",1,"s7424",90,42,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00042--s7424--INCENP/P00001--s7424--INCENP","/g/EMBO_HTM_2012--cp/images","INCENP_s7424","EMBO_2012_Group2__INCENP"
"285",285,198,"EMBO_2012_Group1--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.png.jpg",-1.374611473,548.7929293,6.53506784,0.016968886,0.011366273,"CDC20","EMBO_2012_Group1",1,"sCDC20",90,33,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00033--sCDC20--CDC20/P00001--sCDC20--CDC20","/g/EMBO_HTM_2012--cp/images","CDC20_sCDC20","EMBO_2012_Group1__CDC20"
"286",286,145,"EMBO_2012_Group1--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.png.jpg",-0.944017582,557.8137931,9.711106899,0.041483175,0.017928808,"CKAP5","EMBO_2012_Group1",1,"s18928",90,36,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00036--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group1__CKAP5"
"287",287,193,"EMBO_2012_Group1--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.png.jpg",-1.279205794,599.015544,8.912001845,0.024731962,0.014749065,"Scramble","EMBO_2012_Group1",1,"s229174",90,34,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00034--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group1__Scramble"
"288",288,232,"EMBO_2012_Group1--empty--empty--W0035--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0035--P001--T00090--Z000--C01.ome.png.jpg",-1.271800806,515.1508621,7.305901751,0.021788387,0.013932865,"empty","EMBO_2012_Group1",1,"empty",90,35,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00035--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
"289",289,100,"EMBO_2012_Group3--empty--empty--W0079--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0079--P001--T00090--Z000--C01.ome.png.jpg",-1.108487486,566.78,9.048138617,0.029279625,0.015829764,"empty","EMBO_2012_Group3",1,"empty",90,79,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00079--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"290",290,144,"EMBO_2012_Group3--empty--empty--W0080--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0080--P001--T00090--Z000--C01.ome.png.jpg",-1.125455711,586.1944444,9.77866711,0.032410489,0.016897693,"empty","EMBO_2012_Group3",1,"empty",90,80,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00080--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"291",291,115,"EMBO_2012_Group3--s7903--KIF11--W0078--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s7903--KIF11--W0078--P001--T00090--Z000--C01.ome.png.jpg",-0.85240643,501.173913,9.727337128,0.046336862,0.020024905,"KIF11","EMBO_2012_Group3",1,"s7903",90,78,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00078--s7903--KIF11/P00001--s7903--KIF11","/g/EMBO_HTM_2012--cp/images","KIF11_s7903","EMBO_2012_Group3__KIF11"
"292",292,118,"EMBO_2012_Group3--empty--empty--W0077--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0077--P001--T00090--Z000--C01.ome.png.jpg",-1.05964561,510.9661017,9.580753781,0.035675069,0.018829947,"empty","EMBO_2012_Group3",1,"empty",90,77,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00077--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"293",293,97,"EMBO_2012_Group4--s7424--INCENP--W0001--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s7424--INCENP--W0001--P001--T00090--Z000--C01.ome.png.jpg",-1.089947234,745.7628866,9.209234311,0.027651241,0.012573664,"INCENP","EMBO_2012_Group4",1,"s7424",90,1,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00001--s7424--INCENP/P00001--s7424--INCENP","/g/EMBO_HTM_2012--cp/images","INCENP_s7424","EMBO_2012_Group4__INCENP"
"294",294,198,"EMBO_2012_Group4--empty--empty--W0004--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0004--P001--T00090--Z000--C01.ome.png.jpg",-1.262580649,619.5959596,5.892905781,0.014814048,0.009183149,"empty","EMBO_2012_Group4",1,"empty",90,4,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00004--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"295",295,107,"EMBO_2012_Group4--empty--empty--W0003--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0003--P001--T00090--Z000--C01.ome.png.jpg",-1.060055499,543.8504673,6.591688317,0.022508918,0.011616314,"empty","EMBO_2012_Group4",1,"empty",90,3,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00003--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"296",296,114,"EMBO_2012_Group4--empty--empty--W0002--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0002--P001--T00090--Z000--C01.ome.png.jpg",-1.370776825,652.254386,6.901675086,0.017455517,0.010421234,"empty","EMBO_2012_Group4",1,"empty",90,2,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00002--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"297",297,313,"EMBO_2012_Group2--empty--empty--W0026--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0026--P001--T00090--Z000--C01.ome.png.jpg",-1.970895636,659.4376997,5.494032848,0.010844401,0.008072057,"empty","EMBO_2012_Group2",1,"empty",90,26,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00026--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"298",298,300,"EMBO_2012_Group2--empty--empty--W0025--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0025--P001--T00090--Z000--C01.ome.png.jpg",-2.031636886,667.1466667,5.610336843,0.010897902,0.007803616,"empty","EMBO_2012_Group2",1,"empty",90,25,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00025--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"299",299,368,"EMBO_2012_Group2--empty--empty--W0028--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0028--P001--T00090--Z000--C01.ome.png.jpg",-1.77795308,625.6956522,5.145327203,0.010510082,0.007891025,"empty","EMBO_2012_Group2",1,"empty",90,28,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00028--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"300",300,341,"EMBO_2012_Group2--empty--empty--W0027--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group2--empty--empty--W0027--P001--T00090--Z000--C01.ome.png.jpg",-1.827310611,633.4076246,5.48750318,0.011441415,0.008323586,"empty","EMBO_2012_Group2",1,"empty",90,27,"/g/EMBO_HTM_2012/EMBO_2012_Group2/W00027--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group2__empty"
"301",301,135,"EMBO_2012_Group3--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--XWNeg9--XWNeg9--W0051--P001--T00090--Z000--C01.ome.png.jpg",-1.440102678,589.5333333,8.239849288,0.02178977,0.013844934,"XWNeg9","EMBO_2012_Group3",1,"XWNeg9",90,51,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00051--XWNeg9--XWNeg9/P00001--XWNeg9--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_XWNeg9","EMBO_2012_Group3__XWNeg9"
"302",302,65,"EMBO_2012_Group3--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s17612--AURKB--W0052--P001--T00090--Z000--C01.ome.png.jpg",-1.344137406,840.9538462,13.56895996,0.03114554,0.01636109,"AURKB","EMBO_2012_Group3",1,"s17612",90,52,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00052--s17612--AURKB/P00001--s17612--AURKB","/g/EMBO_HTM_2012--cp/images","AURKB_s17612","EMBO_2012_Group3__AURKB"
"303",303,113,"EMBO_2012_Group3--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s229174--Scramble--W0049--P001--T00090--Z000--C01.ome.png.jpg",-1.142547956,568.4955752,8.627201639,0.027936708,0.01526868,"Scramble","EMBO_2012_Group3",1,"s229174",90,49,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00049--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group3__Scramble"
"304",304,104,"EMBO_2012_Group3--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s3371--COPB1--W0050--P001--T00090--Z000--C01.ome.png.jpg",-1.19647894,435.4423077,8.265359725,0.03120103,0.01840417,"COPB1","EMBO_2012_Group3",1,"s3371",90,50,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00050--s3371--COPB1/P00001--s3371--COPB1","/g/EMBO_HTM_2012--cp/images","COPB1_s3371","EMBO_2012_Group3__COPB1"
"305",305,93,"EMBO_2012_Group4--s17612--AURKB--W0022--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s17612--AURKB--W0022--P001--T00090--Z000--C01.ome.png.jpg",-1.070372663,573.1397849,7.08916936,0.029022499,0.012409938,"AURKB","EMBO_2012_Group4",1,"s17612",90,22,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00022--s17612--AURKB/P00001--s17612--AURKB","/g/EMBO_HTM_2012--cp/images","AURKB_s17612","EMBO_2012_Group4__AURKB"
"306",306,167,"EMBO_2012_Group4--empty--empty--W0023--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--empty--empty--W0023--P001--T00090--Z000--C01.ome.png.jpg",-1.171426189,614.3532934,6.526692532,0.01929691,0.010478695,"empty","EMBO_2012_Group4",1,"empty",90,23,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00023--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group4__empty"
"307",307,129,"EMBO_2012_Group4--s21911--CIT--W0021--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s21911--CIT--W0021--P001--T00090--Z000--C01.ome.png.jpg",-1.402023846,627.4186047,6.75255445,0.019104775,0.010876037,"CIT","EMBO_2012_Group4",1,"s21911",90,21,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00021--s21911--CIT/P00001--s21911--CIT","/g/EMBO_HTM_2012--cp/images","CIT_s21911","EMBO_2012_Group4__CIT"
"308",308,285,"EMBO_2012_Group4--s444246--XWNeg9--W0024--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group4--s444246--XWNeg9--W0024--P001--T00090--Z000--C01.ome.png.jpg",-1.126441859,595.6,6.584405508,0.020277189,0.010803074,"XWNeg9","EMBO_2012_Group4",1,"s444246",90,24,"/g/EMBO_HTM_2012/EMBO_2012_Group4/W00024--s444246--XWNeg9/P00001--s444246--XWNeg9","/g/EMBO_HTM_2012--cp/images","XWNeg9_s444246","EMBO_2012_Group4__XWNeg9"
"309",309,95,"EMBO_2012_Group3--empty--empty--W0035--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--empty--empty--W0035--P001--T00090--Z000--C01.ome.png.jpg",-1.131771487,585.2210526,10.32881545,0.032803849,0.017013448,"empty","EMBO_2012_Group3",1,"empty",90,35,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00035--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group3__empty"
"310",310,174,"EMBO_2012_Group3--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s229174--Scramble--W0034--P001--T00090--Z000--C01.ome.png.jpg",-1.095343246,603.9252874,8.515905849,0.025998918,0.014072579,"Scramble","EMBO_2012_Group3",1,"s229174",90,34,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00034--s229174--Scramble/P00001--s229174--Scramble","/g/EMBO_HTM_2012--cp/images","Scramble_s229174","EMBO_2012_Group3__Scramble"
"311",311,237,"EMBO_2012_Group3--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--sCDC20--CDC20--W0033--P001--T00090--Z000--C01.ome.png.jpg",-1.163364616,576.0421941,9.164872771,0.028384949,0.015754391,"CDC20","EMBO_2012_Group3",1,"sCDC20",90,33,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00033--sCDC20--CDC20/P00001--sCDC20--CDC20","/g/EMBO_HTM_2012--cp/images","CDC20_sCDC20","EMBO_2012_Group3__CDC20"
"312",312,128,"EMBO_2012_Group3--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group3--s18928--CKAP5--W0036--P001--T00090--Z000--C01.ome.png.jpg",-0.95454949,449.140625,8.442571294,0.042511638,0.019000711,"CKAP5","EMBO_2012_Group3",1,"s18928",90,36,"/g/EMBO_HTM_2012/EMBO_2012_Group3/W00036--s18928--CKAP5/P00001--s18928--CKAP5","/g/EMBO_HTM_2012--cp/images","CKAP5_s18928","EMBO_2012_Group3__CKAP5"
"313",313,377,"EMBO_2012_Group1--empty--empty--W0007--P001--T00090--Z000--C01.ome.tif.jpg","EMBO_2012_Group1--empty--empty--W0007--P001--T00090--Z000--C01.ome.png.jpg",-1.338730849,583.7374005,7.950809354,0.020059882,0.013332007,"empty","EMBO_2012_Group1",1,"empty",90,7,"/g/EMBO_HTM_2012/EMBO_2012_Group1/W00007--empty--empty/P00001--empty--empty","/g/EMBO_HTM_2012--cp/images","empty_empty","EMBO_2012_Group1__empty"
